Name;Also Known As;Biography;Date of Birth;Website;Twitter;Instagram;Ethereum Address 1;Ethereum Address 2;Ethereum Address 3;Tezos Address 1;Tezos Address 2;Tezos Address 3
Julien Gachadoat;v3ga;"<p>Julien Gachadoat has been exploring generative drawing for many years, creating unique art with algorithms. He works with the emergence of abstract form, combining monochrome, geometric shapes, playing with repetition and using random operations to generate an element of surprise.<br><br>Developing his own tools of creation based on simple graphic rules, Julien Gachadoat uses the computer - “this unique performer” (Vera Molnár) - to explore the formal possibilities that ensue. It is through the process of printing these unique pieces, using a plotter, that he creates a link between text and code. “To leave a unique mark, aesthetically palpable, that is not in defiance, but rather in aid of the digital.”; This is the philosophy of the artist from Bordeaux, who has developed an international following through social media. He brings together on paper the computer and the pencil, the rigour of code and the poetry of art.<br><br>Constantly looking to work with others and in new ways, he started work in the field of crypto-art, with the desire for make moving images as well as a means to experiment, explore new areas and promote his unique works.</p>";;https://www.v3ga.net/;https://twitter.com/v3ga;https://www.instagram.com/julienv3ga;0x9E192409EFfF9300432D089E9e3A6183cC26E5C0;;;tz29mS5gdfemxdhTZbtksFj5atKKLfJ8JM3D;;
Karsten Schmidt;Toxi;"<p id="""">Karsten Schmidt, also known as Toxi, is a London-based award-winning computational designer merging code, design, art and craft. Originally from East Germany, Schmidt's artistis career began in the 8-bit demo scene. For nearly thirty years he has been adopting a non-dogmatic, multi-disciplinary way of working. When not creating, he teaches workshops about the generative design approach, open source and employing code as a creative tool. Karsten has authored various books about programming and graphic design and was an early contributor to the Proccessing project. His work has been featured in the press and exhibited internationally at institutions such as MoMA, Victoria and Albert Museum, Barbican, Whitney New York and CAFA Art Museum. His projects often consist of different languages and environments, including web- and cloud-based projects as well ""baremetal"" on embedded devices. He strives to build, retain and combine a deep understanding of different technologies and approaches to inform each project.</p>";;https://thi.ng/;https://twitter.com/toxi;;;;;tz1d4ThofujwwaWvxDQHF7VyJfaeR2ay3jhf;;
Kazuhiro Tanimoto;;"<p id="""">Kazuhiro Tanimoto is a generative artist and chemist involved in material research and development. He uses the unique computational capabilities of computers to develop expressions that integrate physical and digital material, permanence and transience, and science and art. With a special focus on audio-visual expressions created with code, he depicts themes related to technology, nature, and the human mind. He has a PhD in engineering from Kansai University, and regards scientific research and art-making as intimately related activities. He has exhibited globally, including at the VA HUB, Taipei; NFT Rio, Rio de Janeiro; Art Blocks Gallery, Marfa; Tokyo International Forum, Tokyo; Arizona State University; Arroz Estúdios, Lisbon; and as part of The 21st Japan Media Arts Festival, Tokyo.</p>";;https://www.kazuhirotanimoto.com/;https://x.com/KZ_LAB_E;;0x2F55E30C6F510D897c27a6e2d4c4e17F189996D5;;;tz1dRFVAjLLzV1DBccjqKxN8C46gPUeeHsBE;;
Kerim Safa;;<p>Kerim Safa is a Netherlands-based artist working with pixels and sounds. His exploration revolves around ideas related to systems, perpetuity, perception, and representations. Safa's practice finds primary inspiration in early abstract animations and computer games, incorporating pixel aesthetics, frame-by-frame animation techniques, and a limited color palette. His artworks often showcase cyclical mechanisms, mathematically-inspired patterns, intricate contraptions, and musical elements.</p>;;https://www.kerimsafa.com/;https://x.com/kerimsafa;https://www.instagram.com/kerimsafa;0x810601ded372dddcb497d426d4e6d0db05978404;;;tz1KjuVj6gJXmUeTVz2GyThsGMVSvhMZY3UZ;;
Kevin Abosch;;"<p id="""">Kevin Abosch is an acclaimed Irish conceptual artist whose diverse body of work spans photography, sculpture, installation, AI, blockchain and film. With a focus on exploring the nature of identity and value, Abosch poses ontological questions and responds to sociological dilemmas through his art. His work has been exhibited worldwide in locations such as The State Hermitage Museum in St. Petersburg, the National Museum of China in Beijing, the National Gallery of Ireland, Jeu de Paume in Paris and the Irish Museum of Modern Art. Abosch's artistic practice encompasses both traditional mediums and generative methods, including cutting-edge technologies like machine learning and blockchain systems. By merging art and technology, he explores the intricate connections between identity and value in our rapidly evolving world.</p>";December 25, 1969;https://kevinabosch.com/;https://twitter.com/kevinabosch;https://www.instagram.com/kevinabosch;0x3cC435694547CC536106fD54fD11D88D2a85B611;;;tz1Sqhrj49cW9aTuwQrDa4mycnA7n5dDd7rF;;
Kim Asendorf;;"<p id="""">Kim Asendorf is a visual and conceptual digital artist working with real-time generative systems. Asendorf is widely known for his Pixel Sorting script, the creation of file formats as works of art and <em id="""">First animated GIF sent into Deep Space - Humans watching Digital Art</em>. With roots in Net Art, he likes to keep his work easily accessible and the Internet is his favorite canvas. By obsessing over his art at the minute pixel level, Asendorf creates eye-catching, never-ending, software-based systems. His work has been shown at festivals and institutions worldwide such as ZKM Karlsruhe, Expanded Art, Eyebeam, NIMK, Moving Image Contemporary Art Fair (London), Creation Gallery G8 (Tokyo), Office Impart (Berlin) and XPO Gallery (Paris).</p>";;https://teh.kim/;https://twitter.com/kimasendorf;https://www.instagram.com/kimasendorf;0xA2feb99DbF3b355397532AeF85d6066b7eD029D0;;;tz1N1vuWBsDtGMyj3No8NfeJdCBFu8v6gvSX;tz1V7MkP1N5bBJasgDxyBvmGLxRBnjcwaNvG;
Kjetil Golid;;"<p id="""">Kjetil Golid is a Norwegian generative artist and system developer who has a keen interest in algorithms and data structures. A passion for algorithms initiated his journey into generative art. Golid's projects often begin with the thought, ""What would it look like if I did this?"" This open-ended process combined with an algorithmic visual translation results in an intricately pleasing visual aesthetic. He champions programming as a platform for creative expression and keeps large amounts of his code open source for anyone to explore, alter and learn. He also creates interactive tools for generating visuals allowing viewers to explore his systems without any prior coding knowledge. Golid's work has been showcased by institutions such as Kate Vass Galerie, Museum of Contemporary Digital Art and Venice Biennale.</p>";;https://generated.space/;https://twitter.com/kGolid;https://www.instagram.com/kgolid/?utm_medium=copy_link;0x08f950816358F4306B70fB319E4F35c592d1B8a8;;;;;
Kusakari;;"<p id="""">Kusakari is a generative artist from Tokyo specializing in p5.js. Since May 2020, Kusakari has uploaded over 600 sketches to <a href=""https://openprocessing.org/user/224308?view=sketches&o=1"" id="""">OpenProcessing</a>, helping inspire a magnitude of creative coders. They have released work on fx(hash), Foundation, and Crayon Codes.</p>";;;https://twitter.com/kusakarism;;0x0D998d023376b2b82B8f6190c17189c1164ab238;;;tz2PpevZBio47EWzoyLBHpvK6JbG9pyoZiLn;;
Lars Wander;;"<p id="""">Lars Wander, a computer artist originally from Germany and now residing in New York City, is deeply engaged in the realm of visual artwork that reflects his fascination with perception, generative patterns and computational systems. With a passion for exploring complexity, Wander has been writing programs for over a decade, delving into the intricate world of generative art. In 2020, he began sharing his captivating creations with the public. Wander previously worked at Google, harnessing his expertise to develop visualization software aimed at understanding the dynamics of global-scale storage systems. His scientific research has been published in prestigious journals like IEEE. <br><br>Through his multi-faceted pursuits, Wander merges the worlds of art, technology and music, employing his skills and passions to push the boundaries of perception and creativity. Wander is currently represented by ARTxCODE.</p>";;https://larswander.com/;https://twitter.com/larswander;https://www.instagram.com/larswander/?hl=en;0x06dc474Fb14f4B0521FACd61beAd1ebFa5BcF7Ce;;;tz1Wzwn5KCCnf12wCX9LAPrd9uYR8iPDNSx3;;
Larva Labs;Matt Hall & John Watkinson;"<p id="""">Larva Labs is a software development company founded by Matt Hall and John Watkinson, based in Canada. The pair initially wrote apps for T-Mobile Sidekick. They later shifted to mobile apps, publishing over twenty applications. The company pioneered the combination of art and blockchain with the iconic projects <em id="""">Autoglyphs</em> and <em id="""">Cryptopunks</em>. <em id="""">Autoglyphs</em> are one of the first examples of on-chain generative art. The project drew inspiration Sol LeWitt's wall drawings with their randomly determined lines and geometric forms. In 2017, Larva Labs created <em id="""">Cryptopunks</em>: 10,000 unique 24x24 pixel icons on Ethereum.</p>";;https://www.larvalabs.com/;https://twitter.com/larvalabs;;0xC352B534e8b987e036A93539Fd6897F53488e56a;;;;;
Lauren Lee McCarthy;;"<p id="""">Lauren Lee McCarthy is an artist that investigates social dynamics amidst a landscape of surveillance, automation, and algorithms. Noteworthy accolades include being a Sundance New Frontier Story Lab Fellow, Eyebeam Rapid Response Fellow, and Creative Capital Grantee. Lauren's projects such as <em id="""">SOMEONE</em> and <em id="""">LAUREN</em>, have garnered awards including the Ars Electronica Golden Nica, Japan Media Arts Social Impact Award, and IDFA DocLab Award for Immersive Non-Fiction. Her work has been showcased in international exhibitions at renowned venues such as the Barbican Centre, Seoul Museum of Art, Chronus Art Center, SIGGRAPH and more.<br><br>Lauren is the visionary behind p5.js, an open-source platform revolutionizing creative coding accessibility. As an alumni of the Processing Foundation, she champions software literacy in visual arts and bridges technology and diverse communities. An Associate Professor at UCLA Design Media Arts, Lauren holds an MFA from UCLA and dual BS degrees in Computer Science and Art/Design from MIT. Her mission is to democratize code-driven creativity and amplify diverse voices in the world of technology and art.</p>";;https://lauren-mccarthy.com/;https://twitter.com/laurenleemack;https://www.instagram.com/laurenleemack/;0x9bA935567CbcDfB116773f487CB5e7D871e34468;;;;;
Leander Herzog;;"<p>Leander Herzog is a visual and generative artist based in Switzerland. He codes realtime animations and web-based art that explore the multiplicity of digital ownership. His practice frequently references contemporary art history and reflects on the omniscience of technology.<br><br>Herzog’s work has been exhibited in public institutions and galleries, including Transmediale Berlin &amp; DAM Gallery, Kunsthaus Pasquart, Kunsthalle Zürich, HEK (Haus der Elektronischen Künste) in Basel, and SODA Manchester. Previous artworks have been acquired by museums and institutions such as ZKM Karlsruhe, HEK (Basel), Francisco Carolinum Linz, and Le Random. He often collaborates with artists like Kim Asendorf, Addie Wagenknecht or Milian Mori, including projects commissioned by the Whitney Museum (New York) and HEK (Basel).</p>";;https://leanderherzog.ch/;https://twitter.com/lennyjpg;https://www.instagram.com/leander.herzog/;0xAE487e1cF3A74fBC1AA157e13a41Dc0295CA8684;;;tz1i7fDupvRU8AWoQgPtqJvKivXnyvuvTLYN;;
Leonardo Solaas;;"<p>Leonardo Solaas is a new media artist, writer and teacher from Buenos Aires, Argentina. He has been exploring the possibilities of code as a creative medium since the early 2000s, with a particular focus on generative systems. Through the years his work has taken many shapes and forms, including static images, video, net-art, interactive installations, games, social networks, hand-made objects, and more recently NFTs .He has received the IBM Media Art Award (Germany), the Premio Mamba - Fundación Telefónica (Argentina) and production grants by Medialab Prado (Spain); Fundación Telefónica (Argentina);<a href=""http://turbulence.org/"" id="""">http://Turbulence.org</a>(USA); and the Fondo Nacional de las Artes (Argentina). His work has been exhibited in many group and solo shows in South America, Mexico, USA and Europe. In 2023 he was selected as one of the artists of the Buenos Aires Collection by Bright Moments Gallery. Leonardo also thinks, writes, and teaches about subjects near the intersection of art, technology, design and philosophy. He’s currently a professor at the Maestría en Diseño Interactivo, Universidad de Buenos Aires.</p>";;https://solaas.com.ar/;https://twitter.com/solaas;https://www.instagram.com/leonardo_solaas/;0xd908707153350e80811B80B69bEb8727147D6197;;;tz1hEnqfH7cQwjPfYbMhG3oEjDrdDGGnaYyT;;
LIA;liasomething;"<p id="""">LIA is an Austrian pioneer of software and net art who has been producing work since the mid-1990s. Her practice spans video, performance, software, installation, sculpture and digital applications. She combines traditions of drawing and painting with a digital aesthetic and algorithms. Her work is rooted in minimalism and conceptualism. LIA's primary material is code, which she uses to create a ""machine"" that generates real-time multimedia outputs. Her work explores the translation of certain experienced principles into abstract forms, movements and colors, inviting the viewer to experience them on a subconcious level. LIA's work has been exhibited worldwide at venues such as the Victoria and Albert Museum, Tinguely Museum, Rhizome's Net Art Anthology, Kate Vass Galerie and Venice Biennale.She has also won awards including Design Austria, Prix Ars Electronica, Digital Graffiti Curator’s Choice Winner and Diagonale Film Festival.</p>";;https://www.liaworks.com/;https://twitter.com/liasomething;https://www.instagram.com/liasomething/;0xf48e3a3bCCa259005527f395c4080CD68A80a0Fe;0x2192F2eaBa393112e81F2BBf9dc414Dd649Ac7B5;;tz1auPyXVaMy3GntdCQwH2VGNuFj6bAocj2v;;
Licia He;Shiqing He;"<p id="""">Licia He, a generative artist and human-computer interaction researcher, is dedicated to the pursuit of artistic expression and innovation. With a Ph.D. in Information Science and a background in Computer Science and Studio Art, He currently resides in London as a full-time artist, focusing on pushing the boundaries of artistic practices through technological advancements. Her artistic journey began after completing a Bachelor's degree in Studio Art and Computer Science from Union College, where she conducted independent research on natural color production. He's experiences studying multiple disciplines and navigating different locations ignited her passion for art. In 2018, she ventured into the world of generative art, delving into the intersection of art and technology. Fascinated by the possibilities of human-machine collaboration, He's exploration led her to combine generative art with robots, bridging her digital and physical painting practices through plotters. <br><br>She previously served as an assistant professor at the Department of Visualization at Texas A&amp;M University, leading the Generative Craft Lab, specializing in supporting artistic practices through technological innovations. Her research and artworks focus on capturing and presenting information, while her love for programming and visual art drives her to play with the captivating interplay between machine-generated chaos and harmony. In her artistic pursuits, He continuously pushes the boundaries of art and technology, exploring new frontiers of expression and creating thought-provoking works that intertwine innovation and creativity.</p>";;https://www.eyesofpanda.com/;https://twitter.com/Licia_He;https://www.instagram.com/blahblahpaperblah/?hl=en;0xa9041d250Ab1C4561Fa4510e66BeF13ce908b5D3;;;;;
Linda Dounia;;"<p>Linda Dounia is a Senegalese multidisciplinary artist, designer, and writer who is driven by her passion for representing and empowering diverse communities through design and technology. She focuses on post-colonial technology and design, envisioning potential futures through speculative design and science fiction, while drawing on indigenous knowledge systems. Linda explores the social construction of power and its cultural implications using a transdisciplinary approach that merges physical and digital mediums. She has held design lead positions at <a href=""http://ideo.org/"" id="""">IDEO.org</a>, Google, Dalberg, and the African Leadership University, utilizing her skills to make a positive impact. Her work has been exhibited around the world at renowned venues such as Art Basel Miami, The Dakar Biennale, Unit London, and The Museum Of Newfangled Art. Her contributions have been featured in publications like Vogue Singapore, Nataal, and The Art Newspaper. Additionally, she founded Cyber Baat DAO, a decentralized autonomous collective of African descent on the blockchain.</p>";;https://lindarebeiz.com/;https://twitter.com/lindadouniar;https://www.instagram.com/sandwyrmdance;0x67580561ba59D3d59DFC854C9399D63e93C08d25;;;tz1UifYfgYwmhxhcRU2NDBYwj4i7Jf8pu2bz;;
Lisa Orth;;<p>Lisa Orth is an American artist seamlessly transitions between traditional and digital realms, excelling in generative art, graphic design, and tattooing. With a background in graphic design and art direction, she contributed to defining the grunge aesthetic in the late '80s, leaving an indelible mark with iconic designs for Sub Pop Records and Nirvana.<br><br>In response to the pandemic's impact on in-person art forms, Lisa shifted to digital art and blockchain technology in 2020. Focusing on generative art, she uses Processing and p5.js to craft mesmerizing algorithmic creations. Her code-based artwork has been showcased in international exhibitions such as Art Basel Paris, NFT Show Europe, Seattle NFT Museum, Seattle Art Fair, and Tannhäuser Generative Art Museum. From the grunge era to the NFT space, Lisa Orth continues to innovate, connecting art and technology through her work.</p>;;https://www.lisaorth.xyz/;https://twitter.com/lisaorthstudio;https://www.instagram.com/lisaorthstudio;0x8a146BC9308b58D5ad1aC5a03e8F5574a270fa8A;;;tz1WhX3XRDvbJf4XY87Zh6JRstmqcjpM1Hfs;;
loackme;;"<p id="""">loackme is a French generative artist currently based in Amsterdam. loackme's artistic practice is characterised by his love for monochrome and geometric designs, as well as animated loops. Amongst other things, he’s a self-professed 'dither enthusiast', using various dithering algorithms to create the illusion of a wide range of colours (or shades of grey) from a limited palette. The strong aesthetics and constraints associated with these algorithms are a constant source of inspiration for him.</p>";;;https://x.com/loackme_;;0x0B4a2875bd7F68b81E650a4833291098b811362C;;;tz1NgN7FCrSzs4vfMroKXyKE32WsReYD4WPd;;
Loren Bednar;;"<p id="""">Loren Bednar is a digital artist who has been creating generative artwork since 2006. His recent focus has been on colorful patterns in motion, valuing experimentation and technical performance. Beginning with LOGO in 1993 to create his first digital art, Bednar has gone on to develop games, applications and art with a variety of programming languages including Flash, Unity, JavaScript and WebGL. His work has been exhibited around the world, including at Lume Studios, Zero Space New York, Vellum LA, Bright Moments Berlin and Museum Angewandte Kunst Frankfurt. He has also released pixel transforming projects on Art Blocks with <em id="""">phase</em> and <em id="""">Divergence</em>.</p>";;https://lorenbednar.tumblr.com/;https://twitter.com/LorenBednar;;0x7f5a0A6847fD0FA05C13CBC02f435047b429E37C;;;tz1YZ4VZCRPoiDyGP3U69jCq2S8duDUcRjHP;;
Manolo Gamboa Naon;Manoloide;"<p id="""">Manolo Gamboa Naon is an Argentinian artist and creative coder whose work explores the potential of programming as an expressive language. Using basic geometric shapes, lines and colors, he approaches the digital surface as a plastic space using code as his material. Naon has been a strong advocate for keeping his code open source, transcending language barriers and allowing coders across the globe to learn, manipulate and experiment with his systems. He is passionate about growing the importance of visual art in digital culture and has produced an extraordinary volume of diverse work. As Jason Bailey described his work: “Manolo's work feels like it is the result of the entire contents of twentieth-century art and design being put into a blender. Once chopped down into its most essential geometry, Manolo then lovingly pieces it back together with algorithms and code to produce art that is simultaneously futuristic and nostalgic.”</p>";;http://manoloide.com/;https://twitter.com/manoloidee;;0x1b33808c9Cec645598187b0aEd412de607EB58F6;;;tz1dG6QYFemDffchx1LXioUW8j3SM3KwqcTi;;
Marcel Schwittlick;;<p>Marcel Schwittlick is a Berlin-based artist exploring algorithmic systems by combining digital and analog media. Specializing in generative and plotter art, he creates intricate geometric patterns, pushing the boundaries between intention and randomness. Schwittlick's fascination with plotter art began during his teenage years when he learned about Frieder Nake and Manfred Mohr. He’d study computer science and art and media, which would help lead him to building his own algorithmic methods, machines, and plotters.</p>;;https://schwittlick.net/;https://twitter.com/schwittlick_;;0x2C2690038dAF35b6217A8115A0b5E191b4eD1dE8;;;tz1c3hFmjFSwunjLHECnYyjr42KRt5YiHrGX;;
Marcelo Soria-Rodriguez;msoriaro;"<p id="""">Marcelo Soria-Rodriguez is an artist, strategist and advocate of digital and data literacy. He is interested in expanding the total cognitive space of every activity, exploring the role of technological advances in society and researching the implications of releasing new pseudo-intelligent species in society. Soria-Rodriguez's art focuses on the boundaries of machine emotions and human-machine relationships. Before releasing critically acclaimed generative art collections, he was in charge of the Data &amp; Analytics department at BBVA. He also co-founded a data literacy movement (Databeers). With a background in financial corporations and startups, Soria-Rodriguez approaches the subject of humans and machines through the same lens as his previous work: He seeks new perspectives on minds, feelings and lives.</p>";;https://www.iillucid.com/;https://twitter.com/msoriaro;https://www.instagram.com/msoriaro/;0x865E06473466cb94514C4003eCE2c78ee62B43A7;;;tz1eCX4smQ3LbxwDR3pqNoLQvNNKiHJtpwYz;;
Mario Klingemann;quasimondo;"<p id="""">Mario Klingemann is a pioneering German artist leading the emergence of the AI art movement since 2015. Unlike most ""off-the-shelf"" commercial AI software, Klingemann uniquely develops his own data sets and neural network feedback systems, providing a more personalized attachment to the process. Klingemann’s work has been exhibited in renowned institutions such as Ars Electronica, CADAF, Sotheby’s, MoMA, ZKM Karlsruhe, The MET and Centre Pompidou. Long before working with AI systems, Klingemann dabbled in coded-generative art, creating pieces such as <em id="""">Cityscapes</em> and <em id="""">Burning Liquid Sky</em>. In 2018, Klingemann won the Lumen Prize Gold Award for his work, <em id="""">The Butcher’s Son</em>.</p>";January 25, 1970;https://quasimondo.com/;https://twitter.com/quasimondo;https://www.instagram.com/quasimondo;0x7535Da202d79cA57299918c60C218f9b779AA14c;;;tz1hb9PiWxQEf6J9xevPsUM6dkuCLnhDMvsp;;
Marius Watz;;"<p>Marius Watz is a Norwegian artist who specializes in visual abstraction through generative systems. Watz's lifelong passion for visual arts led him to embark on a self-taught journey, leaving behind Computer Science studies to pursue graphic design for raves in 1993. His captivating compositions synthesize form through parametric behaviors and showcase bold geometrical shapes and vibrant colors. He develops software creations, public projections, and physical objects crafted using a variety of digital technology. Watz served as an adjunct and resident researcher at NYU ITP in Fall 2013, focusing on parametric form and digital fabrication. He’s also lectured at the Interaction Design at the Oslo School of Architecture and Design.<br>Watz's exhibition history includes prestigious venues such as the Victoria &amp; Albert Museum in London, Todaysart in The Hague, ITAU Cultural in Sao Paulo, Museumsquartier in Vienna, and Galleri ROM in Oslo. In 2005, he founded Generator.x, a platform that organized events exploring generative art and computational design. In collaboration with Eno Henze, Watz co-curated the exhibition <em id="""">abstrakt Abstrakt: The Systemized World</em> at the Frankfurter Kunstverein in 2010.</p>";;http://mariuswatz.com/;https://twitter.com/mariuswatz;https://www.instagram.com/nosuchfuture;;;;tz2NY3Fgt5QufrYGP1JKdvLKcWWt86sLsqrS;;
Martin Grasser;;<p>Martin Grasser is an artist and designer based in the Bay Area, whose work spans corporate design, fine art, and type design. With a deep-rooted passion for typography, Grasser views letterforms, words, and sentences as art in themselves. His career includes the iconic design of the Twitter Bird, visual storytelling for Nike, and the creation of the Color Dot Font, which was nominated for Experimental Work by the Tokyo Type Directors Club in 2021. Since 2022, Grasser has expanded his practice onto the blockchain, where he’s released generative art projects, including Squares, LOVE, and Themes and Variations, the latter in collaboration with generative art pioneer, Vera Molnár. Martin uses generative algorithms to transform letterforms into abstract, explore colorful visual languages, and reimagine new forms of artistic expression.</p>;;https://martingrasser.com/;https://x.com/martingrasser;https://www.instagram.com/martingrasser/;0x616Fc752E4D9503B1B65b51F1113003Ab2256cE9;;;;;
Mathcastles;;<p>Mathcastles is a studio composed of two anonymous developers, 0x113d and xaltgeist. They are focused on creating a new runtime-art movement on Ethereum with their genesis series, Terraforms. In September 2022, they wrote both three.js and p5.js into the EVM's storage, allowing creators to use these libraries as composable pieces in dynamic EVM work. Mathcastles exemplifies how two creative minds can collaborate to push boundaries and stimulate productive dialogue in our digital space.</p>;;https://mathcastles.xyz/;https://twitter.com/Mathcastles;;0x9f400619b85EACa2F1f76f4F7e44aB7e5eE12cFA;;;;;
Mathias Isaksen;st4yhome;<p>Mathias Isaksen is a generative artist and creative coder from Oslo, Norway. He embraces a do-it-yourself ethos and challenges established norms in his artistic endeavors. His work revolves around the delicate balance of opposing qualities and seeks unconventional applications for common techniques and methods. After completing a master's degree in applied physics and mathematics at the Norwegian University of Science and Technology in 2020, Mathias briefly ventured into tech consulting before taking a sabbatical to dedicate himself fully to his creative pursuits. He’s since released generative projects across a multitude of platforms, including gm.studio, Art Blocks, and fx(hash).</p>;;https://st4yho.me/;https://twitter.com/st4yhome_art;https://www.instagram.com/st4yhome/;0xC6DDd4218330D2d36B73D275a1721612E593E2e0;0x1e47CE63969058823779fCeA3d003854f001E3Da;;tz1MCdiwy4c14P1ijaScXCBHjo8tUPg52FwH;;
Matt DesLauriers;Mattdesl;"<p id="""">Matt DesLauriers is a Canadian-born generative artist and creative coder based in London. His Art Blocks projects <em id="""">Meridians</em> and <em id="""">Subscapes</em> explore the aesthetics of changing landscapes and terrains. DesLauriers is an influential figure who has been inspiring the creative coding sphere for years, holding numerous talks, classes and workshops on the subject at various institutions, including UCL Bartlett School of Architecture in London, FITC in Toronto and Amsterdam, Frontend Masters in Minneapolis and GROW in Paris. His generative art has entered the permanent collection of LACMA, and has been displayed in international exhibitions including MOCA Taipei, Bright Moments in London, and Kunsthalle Zürich in Switzerland. Some of his interactive work has been shown at special events at the Louvre Museum in Paris, the Art Gallery of Ontario in Toronto, and during Reykjavik's 2019 Winter Lights festival in Iceland.</p>";;https://www.mattdesl.com/;https://twitter.com/mattdesl;https://www.instagram.com/mattdesl_art;0xcAb81F14A3Fc98034a05bAb30f8D0E53e978c833;;;tz1XHADaUcMSkTN9gdmtRqcnrrZfs4tNkCPg;;
Maya Man;mayaontheinternet;"<p id="""">Maya Man is an artist, programmer and dancer who approaches her work with the screen as an intimate performance focusing on the underlying themes of cultures and personas of online social media. Man has exhibited internationally at various venues including SOOT Tokyo, Vellum Los Angeles, Power Station of Art Shanghai, Times Square and Feral File. Her work has also been featured in publications such as Art in America, Forbes, Refinery29 and Dance Magazine. Man is currently finishing her MFA in Media Art at UCLA under the mentorship of Casey Reas.</p>";;https://mayaontheinter.net/;https://twitter.com/mayaonthenet;https://www.instagram.com/mayaontheinternet;0xBC89166fA7dF2E8377c5ede90DC75936ba7AA698;;;tz1aLhGSmZFSoxy1JpwYvahdTCBGRV1ZkmpS;;
Melissa Wiederrecht;;"<p id="""">Melissa Wiederrecht, an algorithmic fine artist currently based in Saudi Arabia, is known for her boundary-pushing exploration of generative art as a medium. With a Master's degree in Computer Science and a fascination with code-generated art spanning over two decades, Melissa continuously pushes the technical and aesthetic limits of procedural systems.<br><br>As an Art Blocks Curated artist, Melissa gained recognition for her work, including the release of ""Sudfah"" on Art Blocks in June 2022. She has also contributed numerous collections to fxhash, showcasing her talent in generative art. Beyond her artistic pursuits, Melissa's work reflects her lived experiences. Her collections inspired by personal encounters and contrasting experiences during her travels.<br><br>Influenced by artists like Jared Tarbell, Tyler Hobbs, and traditional abstract art, Melissa's work delves into the paradoxes between order and chaos, intention and accident, and control and randomness. Her colorful creations skillfully blend blurs, textures, and linework to evoke a sense of creativity and depth. She leverages tools like p5.js and GLSL fragment shaders in her recent works, adding a new dimension to her artistic expression.<br><br>Melissa Wiederrecht's generative art career, combined with her technical expertise and passion for exploring texture and color through code, has solidified her position as a notable artist in the space. With each creation, she continues to captivate audiences with her innovative and thought-provoking approach to generative art.</p>";;https://www.melissawiederrecht.com/;https://twitter.com/mwiederrecht;https://www.instagram.com/melissawiederrecht/?hl=en;0x4bED1D532b7c7bd148eB43C8473DcA3685Fd271d;;;tz1amUZ31Ua4qDTNXvRRs1CFYn415xEWq5Kb;;
Memo Akten;memotv;"<p id="""">Memo Akten is a Turkish artist, researcher, and polymath who explores the intersections of science and spirituality by utilizing AI and computational processes to generate moving images, installations and performances. He designs behavioral abstractions and data dramatizations of natural and anthropogenic processes. His work draws inspiration from biology, artificial intelligence, computational creativity, fundamental physics, neuroscience, human perception, consciousness, rituals and religion. Akten's academic background includes a PhD in artificial intelligence and expressive human-machine interaction at Goldsmiths University of London. His work has received institutional awards such as the Prix Ars Electronica Golden Nica in 2013. Akten has exhibited and performed internationally at prestigious venues such as The Barbican, The Grand Palais, the Moscow Museum of Modern Art, Victoria &amp; Albert Museum, Royal Opera House, Royal Festival Hall and Queen Elizabeth Hall. He is also an assistant professor of Computational Arts at University of California, San Diego.</p>";August 28, 1975;https://www.memo.tv/;https://twitter.com/memotv;https://www.instagram.com/memo_akten;0xd3a535b4a77c1B5cDeEDd59eC28CBec2fFcb711a;;;tz1Z1pDsbfuF7t6fHfbVxhjhouRemXuREpH5;;
Michael Connolly;xiiixiii;"<p id="""">Michael Connolly is an artist and creative coder based in the UK. Connolly works with code and software, producing work across a broad range of disciplines for over 15 years. Connolly’s work includes traditional design elements, motion, live visuals and installations. He has previously worked with companies such as Adidas, Lexus, Playstation, Reebok, and Hyundai before becoming a full-time artist. Connolly’s Art Blocks Curated project, <em id="""">Elementals</em>, was part of Lumen Prize’s 2022 longlist. Inspired by the Bauhaus masters, Connolly incorporates the styles of Wassily Kandinsky into his creative process.</p>";;https://michaelconnolly.work/;https://twitter.com/xiiixiii;https://www.instagram.com/_mconnolly_/;0xf92BB2215684c353B4009395061EE7652883C365;;;tz1amcnQuDXY2pzBy23e4sV8qaxpRbQAY7W6;;
Michael Kozlowski;mpkoz;"<p id="""">Michael Kozlowski is an American media artist and software developer based out of Seattle, Washington. Kozlowski focuses on real-time graphics, mixed reality and interactivity in order to generate unique and technical artworks. Kozlowski’s generative projects display some of the most advanced and technically savvy systems seen on the Ethereum chain. These innovative projects stretch the limits of the blockchain to showcase intricate and dynamic on-chain generative systems. As Kozlowski states, “as immersive technology becomes more prevalent, traditional two-dimensional video will concede its monopoly on our experience of digital media.”</p>";;https://www.mpkoz.com/;https://twitter.com/mpkoz;https://www.instagram.com/mpkoz;0x51664B043CeCd86527A93C95d163888bEC348E63;0xA7CAA341dB351930ea284180CC20e1846CFbD1CB;;;;
